cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:210,10,"[[""se restablecer"", 5], [""restablecer para"", 4], [""restablecer tras"", 1]]","[""Las operaciones forman parte de la estrategia del Gobierno para restablecer el orden interno y combatir la minería ilegal, mediante el despliegue de unidades de élite como la Fuerza Especial Conjunta del Comando Conjunto de las Fuerzas Armadas y la Dirección Nacional de Operaciones Especiales (DINOES) de la Policía Nacional."", ""\""Nuestro personal monitorea en tiempo real las condiciones del clima para restablecer las operaciones apenas sea seguro hacerlo\"", señala Córpac en un comunicado."", ""“Nuestro personal monitorea de forma constante las condiciones del clima para restablecer las operaciones aéreas en cuanto mejoren y no representen mayor riesgo para los vuelos ”, informó la entidad en un comunicado.""]",
reltype:211,10,"[[""sorprender a"", 7], [""sorprender en"", 2], [""exclamar"", 1]]","[""A nombre del Perú y de la presidenta Dina Boluarte declaró inaugurado este campeonato”, exclamó Tong Hurtado."", ""Cajamarca: lluvia y fuertes vientos dañan más de 40 viviendas en distrito de La Coipa\nUna intensa lluvia registrada el pasado fin de semana, acompañada de fuertes vientos, sorprendió a los pobladores del distrito de La Coipa, en la provincia cajamarquina de San Ignacio, ocasionando daños en 42 viviendas, en su mayoría en los techos de calamina, informó la Oficina de Defensa Nacional del Gobierno Regional (Gore) de Cajamarca."", ""Una intensa lluvia registrada el pasado fin de semana, acompañada de fuertes vientos, sorprendió a los pobladores del distrito de La Coipa, en la provincia cajamarquina de San Ignacio, ocasionando daños en 42 viviendas, en su mayoría en los techos de calamina, informó la Oficina de Defensa Nacional del Gobierno Regional (Gore) de Cajamarca.""]",
reltype:212,9,"[[""correr"", 4], [""correr a"", 3], [""correr en"", 1], [""correr por"", 1]]","[""Corre Chalaco 5K congregó a 600 personas en el distrito de Ventanilla\nUnas 600 personas participaron de la gran prueba pedestre Corre Chalaco 5K, que bajo la organización de la Oficina de Deporte y Recreación (ODyR) del Gobierno Regional del Callao, se realizó en el pujante distrito de Ventanilla."", ""Mucho fútbol ha corrido desde que el haitiano Emanuel Sanon asustó a los italianos en el minuto dos del segundo tiempo (aunque acabaron perdiendo por 3-1) en la primera fecha del Grupo 4."", ""El cumplimiento de esta disposición correrá a cargo de la Policía Nacional, en coordinación con la Sutran.""]",
reltype:213,9,"[[""efectuar sin"", 1], [""elaborar sin"", 1], [""entregar sin"", 1], [""excluir de"", 1], [""hacer el sin"", 1], [""se encontrar sin"", 1], [""se entregar sin"", 1], [""se exceptuacer de"", 1]]","[""Todo ello, sin perjuicio de las acciones que correspondan ser efectuadas por la dependencia con competencia pesquera del Gobierno Regional de Huánuco y la Dirección General de Capitanías y Guardacostas de la Marina de Guerra del Perú del Ministerio de Defensa, dentro del ámbito de sus respectivas competencias."", ""Lee también: Expertos de la universidad Agraria elaboran pan de cañihua sin gluten altamente nutritivo Según el Servicio Nacional de Meteorología e Hidrología (Senamhi), el próximo invierno en Lima comenzará oficialmente el 20 de junio, estación en la que se espera un descenso progresivo de las temperaturas, acompañadas de neblinas matinales, cielos cubiertos y un incremento de la humedad en gran parte de la capital."", ""La Superintendencia Nacional de Migraciones (Migraciones) entregó 236 carnés de extranjería sin cita a cientos de ciudadanos de diversas nacionalidades en la oficina de Migracentro en la provincia y región de Ica.""]",
reltype:214,9,"[[""escalar"", 6], [""escalar hasta"", 3]]","[""Top 10 universidades privadas del Perú (Ranking SUNEDU 2025): 1.-Universidad Peruana Cayetano Heredia (UPCH) 2.-Pontificia Universidad Católica del Perú (PUCP) 3.-Universidad Científica del Sur (Científica) 4.-Universidad Peruana de Ciencias Aplicadas (UPC) 5.-Universidad San Ignacio de Loyola (USIL) 6.-Universidad San Martín de Porres (USMP) 7.-Universidad César Vallejo (UCV) 8.-Universidad Continental 9.-Universidad Ricardo Palma 10.-Universidad de Lima En el caso de las privadas, la Universidad Científica del Sur escaló posiciones hasta ubicarse en el tercer lugar."", ""Ignacio Buse escaló hasta el puesto 66 del ranking ATP\nIgnacio Buse vive un presente histórico porque este lunes dio el gran salto del puesto 91 a la casilla 66 en el ranking de la Asociación de Tenistas Profesionales (ATP), su mejor posición en lo que va de su carrera deportiva y que le permite asegurar su presencia directa en los cuadros principales de Roland Garros y Wimbledon.""]",
reltype:215,9,"[[""estructurar para"", 4], [""se estructurar en"", 4], [""estructurar"", 1]]","[""El panel “Estructurar el riesgo para crecer: Banca de Desarrollo Nacional y Oportunidades de Inversión en la Región” estuvo moderado por la gerente de Inversiones y Desarrollo Financiero de CAF, Alejandra Botero, y contó con la participación de José Alberto Garzón, presidente de Bancóldex (Colombia); Luciana Botafogo, presidenta de Fonplata (multinacional); y Javier Carrizo, gerente general del Banco Nacional de Panamá (Panamá)."", ""Proinversión acompañará técnicamente proyecto de tren Lima-Chosica\nProinversión asumirá la asistencia técnica para estructurar el proyecto del tren de cercanías que conectará Lima con Chosica, una iniciativa que avanza de la mano del Ministerio de Transportes y Comunicaciones (MTC) y la Municipalidad Metropolitana de Lima, informó hoy su presidente ejecutivo, Luis Del Carpio."", ""Proinversión asumirá la asistencia técnica para estructurar el proyecto del tren de cercanías que conectará Lima con Chosica, una iniciativa que avanza de la mano del Ministerio de Transportes y Comunicaciones (MTC) y la Municipalidad Metropolitana de Lima, informó hoy su presidente ejecutivo, Luis Del Carpio.""]",
reltype:216,9,"[[""paralizar con"", 4], [""parar a"", 2], [""paralizar"", 1], [""parar"", 1], [""parar para"", 1]]","[""Lee también: [\""¡Alerta roja en Bombay!: lluvias paralizan la ciudad y amenazan con inundar Nueva Delhi\""] Un equipo de investigadores del Centro de Química Atmosférica y Medio Ambiente (CACE) de la Universidad Texas A&M quiso saber cómo afectaba el calor extremo a la química atmosférica y la calidad del aire y, para ello, hizo un estudio durante en la ola de calor que afectó a Texas en agosto de 2024."", ""ONU advierte que escasez de combustible en Gaza alcanza niveles críticos\nLa escasez de combustible en la Franja de Gaza ha alcanzado niveles críticos y amenaza con paralizar por completo las operaciones humanitarias en el enclave palestino, advirtieron este sábado siete agencias de Naciones Unidas, incluida la Organización Mundial de la Salud (OMS) y el Programa Mundial de Alimentos (PMA)."", ""La escasez de combustible en la Franja de Gaza ha alcanzado niveles críticos y amenaza con paralizar por completo las operaciones humanitarias en el enclave palestino, advirtieron este sábado siete agencias de Naciones Unidas, incluida la Organización Mundial de la Salud (OMS) y el Programa Mundial de Alimentos (PMA).""]",
reltype:217,9,"[[""perder durante"", 5], [""perder por"", 2], [""decepcionar"", 1], [""perder a"", 1]]","[""River Plate decepciona y Belgrano se corona por primera vez en su historia en Argentina\nBelgrano de Córdoba se rebeló este domingo a la adversidad y de remontada derrotó por 3-2 a River Plate en la final del Torneo Apertura argentino que le ha consagrado campeón por primera vez en sus 121 años de historia."", ""Dos personas perdieron la vida a consecuencia de las lluvias intensas registradas esta tarde en la ciudad Arequipa, según el reporte preliminar de la Plataforma Regional de Defensa Civil."", ""Ministro Astudillo: \""Se han encontrado dos partes de aeronave desaparecida de la FAP\""\nEn un islote en inmediaciones de la península de Paracas, en la provincia iqueña de Pisco, se han ubicado dos partes de la aeronave KT-1P, matrícula FAP 446, que perdió contacto durante una misión de instrucción en navegación táctica, informó hoy el ministro de Defensa, Walter Astudillo.""]",
reltype:218,9,"[[""se admirar"", 8], [""admirar en"", 1]]","[""Cusqueños y turistas admiran los objetos líticos, cerámicos y metálicos hallados durante las investigaciones en el sitio arqueológico de T’aqrachullo, en una exposición temporal que se realiza en el museo de la Casa del Inca Garcilaso de La Vega, ubicado en el centro histórico de Cusco."", ""También se puede admirar la arquitectura exterior de predios emblemáticos como la Casa del Almirante, donde destaca la decoración plateresca en su fachada con una pequeña ventana de estilo mudéjar; la Casa del Inca Garcilaso de la Vega, que obtuvo el Escudo Azul de la Unesco para garantizar su protección y conservación; la Casa de los Cuatro Bustos; la Casa Cabrera, que alberga el Museo de Arte Precolombino; y la Casa de los marqueses de San Lorenzo de Valle Umbroso, sede de la Escuela de Bellas Artes de Cusco."", ""También se puede admirar la arquitectura exterior de predios emblemáticos como la Casa del Almirante , donde destaca la decoración plateresca en su fachada con una pequeña ventana de estilo mudéjar; la Casa del Inca Garcilaso de la Vega , que obtuvo recientemente el Escudo Azul de la Unesco para garantizar su protección y conservación; la Casa de los Cuatro Bustos; la Casa Cabrera, que alberga el Museo de Arte Precolombino; y la Casa de los marqueses de San Lorenzo de Valle Umbroso, sede de la Escuela de Bellas Artes de Cusco.""]",
reltype:219,9,"[[""se traducir en"", 4], [""representando yo para"", 2], [""se traducir"", 1], [""se traducir para"", 1], [""traducir el en"", 1]]","[""\"" (Adrianzén) es un funcionario público de talla y, a criterio de la Cancillería que dirijo, absolutamente adecuado y capaz para desempeñarse representándonos en la ONU \"" , remarcó Schialer."", ""[Lea también: Estas son las normas legales más importantes del martes 19 de mayo del 2026 ] Más articulación entre organismos electorales En declaraciones a RPP, Roberto Burneo precisó además que para la segunda elección presidencial habrá una mayor articulación entre los organismos electorales , lo que se traducirá en que sus titulares puedan estar en momentos importantes del proceso electoral y compartan la información que tiene."", ""Con esta inversión de 2.5 millones de soles en Cajamarca, desde el Ministerio de la Producción, reafirmamos nuestro compromiso de construir un país más competitivo y descentralizado, donde el talento local y la articulación entre academia, empresas y Estado se traduzcan en desarrollo sostenible y bienestar para la población”, sostuvo el ministro de la Producción, Sergio González.""]",
reltype:220,9,"[[""separar a"", 2], [""separar de"", 2], [""dividir entre"", 1], [""se separar a"", 1], [""separar del"", 1], [""separar desde"", 1], [""separar entre"", 1]]","[""Fusiones y k-pop El director de orquestas Carlos Ramírez Nuñez divide su tiempo entre sus dos pasiones: la gestión educativa como director musical de Orquestando del Ministerio de Educación, y su papel con la batuta al frente de elencos sinfónicos que trabajan en espectáculos de fusión musical."", ""Cómo actuar En caso de presentarse acoso en una unidad se debe separar a la víctima del agresor y brindarle un espacio seguro dentro del vehículo, comunicar el hecho de inmediato a la Policía Nacional del Perú (105) o al puesto policial más cercano, registrar y reportar los datos del incidente a los inspectores de transporte o al personal de serenazgo y orientar a la víctima para que presente su denuncia ante el Centro de Emergencia Mujer (CEM) o la Superintendencia de Transporte Terrestre de Personas, Carga y Mercancías."", ""Minedu separa a 1,097 docentes y administrativos por delitos de violación y feminicidio\nDesde el 1 de abril de 2024 hasta el 17 de julio de 2025, el Ministerio de Educación (Minedu) separó a 1,097 personas (944 docentes y 153 administrativos) que tienen condenas o procesos en el Poder Judicial por violación a la libertad sexual, terrorismo, homicidio, feminicidio y parricidio, entre otros delitos, y que trabajaban en 961 colegios públicos y 136 instituciones educativas privadas.""]",
